chromosome	index1	index2	gene	probability	annotation	index3	index4	value
chr1	37930676	37947978	CDCA8|0.648|15.7%	0.648	.	37930677	37947978	200,55,0
chr1	38041200	38046452	YRDC|0.548|22.9%	0.548	.	38041201	38046452	175,80,0
chr1	38047826	38097879	MTF1|0.841|6.4%	0.841	.	38047827	38097879	255,0,0
chr1	38098955	38185316	INPP5B|0.240|67.9%	0.240	.	38098956	38185316	75,180,0
chr1	38195240	38228348	SF3A3|0.505|26.9%	0.505	.	38195241	38228348	175,80,0
chr1	38235030	38243821	FHL3|0.404|38.0%	0.404	.	38235031	38243821	150,105,0
chr1	38251000	38262081	UTP11L|0.239|68.2%	0.239	.	38251001	38262081	75,180,0
chr1	39077607	39097927	RRAGC|0.446|32.7%	0.446	.	39077608	39097927	150,105,0
chr1	39102777	39119856	GJA9|0.602|18.7%	0.602	.	39102778	39119856	200,55,0
chr1	39729904	39768124	BMP8A|0.319|50.8%	0.319	.	39729905	39768124	100,155,0
chr1	39799074	39815049	PABPC4|0.976|1.4%	0.976	.	39799075	39815049	255,0,0
chr1	39861690	39877935	HEYL|0.245|66.7%	0.245	.	39861691	39877935	75,180,0
chr1	39897379	39910297	NT5C1A|0.253|64.6%	0.253	.	39897380	39910297	75,180,0
chr1	39917248	39929676	HPCAL4|0.277|58.7%	0.277	.	39917249	39929676	100,155,0
chr1	39977116	40002173	PPIE|0.336|48.0%	0.336	.	39977117	40002173	125,130,0
chr1	39996489	40027120	BMP8B|0.556|22.2%	0.556	.	39996490	40027120	175,80,0
chr1	40079294	40121765	TRIT1|0.363|43.6%	0.363	.	40079295	40121765	125,130,0
chr1	40133684	40140274	MYCL1|0.550|22.7%	0.550	.	40133685	40140274	175,80,0
chr1	40193406	40208214	MFSD2|0.158|88.3%	0.158	.	40193407	40208214	25,230,0
chr1	40278491	40310908	CAP1|0.350|45.6%	0.350	.	40278492	40310908	125,130,0
chr1	40310971	40335555	PPT1|0.418|36.1%	0.418	.	40310972	40335555	150,105,0
chr1	40399627	40479179	RLF|0.591|19.5%	0.591	.	40399628	40479179	200,55,0
chr1	40496319	40532443	ZMPSTE24|0.258|63.2%	0.258	.	40496320	40532443	75,180,0
chr1	40538749	40556075	COL9A2|0.205|77.3%	0.205	.	40538750	40556075	50,205,0
chr1	40612314	40661585	SMAP2|0.439|33.6%	0.439	.	40612315	40661585	150,105,0
chr1	40688365	40701975	ZNF643|0.234|69.6%	0.234	.	40688366	40701975	75,180,0
chr1	40715473	40734602	ZNF642|0.273|59.9%	0.273	.	40715474	40734602	100,155,0
chr1	40769819	40786423	ZNF684|0.281|57.9%	0.281	.	40769820	40786423	100,155,0
chr1	40858938	40903915	RIMS3|0.456|31.7%	0.456	.	40858939	40903915	150,105,0
chr1	41022270	41076947	KCNQ4|0.218|73.8%	0.218	.	41022271	41076947	50,205,0
chr1	41099309	41100625	CITED4|0.335|48.1%	0.335	.	41099310	41100625	125,130,0
chr1	41217950	41250813	CTPS|0.703|12.6%	0.703	.	41217951	41250813	200,55,0
chr1	41265460	41480375	SCMH1|0.332|48.6%	0.332	.	41265461	41480375	125,130,0
chr1	41717035	41722884	EDN2|0.302|53.9%	0.302	.	41717036	41722884	100,155,0
chr1	41744622	42156965	HIVEP3|0.368|43.0%	0.368	.	41744623	42156965	125,130,0
chr1	42391678	42394082	GUCA2B|0.549|22.8%	0.549	.	42391679	42394082	175,80,0
chr1	42400948	42402982	GUCA2A|0.158|88.3%	0.158	.	42400949	42402982	25,230,0
chr1	42414796	42574135	FOXJ3|0.720|11.7%	0.720	.	42414797	42574135	200,55,0
chr1	42668674	42694525	ZMYND12|0.199|78.6%	0.199	.	42668675	42694525	50,205,0
chr1	42694374	42698673	PPCS|0.219|73.4%	0.219	.	42694375	42698673	50,205,0
chr1	42896634	42915015	PPIH|0.289|56.4%	0.289	.	42896635	42915015	100,155,0
chr1	42971350	42978512	CLDN19|0.275|59.3%	0.275	.	42971351	42978512	100,155,0
chr1	42984632	43005313	LEPRE1|0.251|64.9%	0.251	.	42984633	43005313	75,180,0
chr1	43005526	43013997	C1orf50|0.100|97.2%	0.100	.	43005527	43013997	0,255,0
chr1	43045309	43055541	CCDC23|0.187|81.8%	0.187	.	43045310	43055541	25,230,0
chr1	43164114	43197126	SLC2A1|0.516|25.9%	0.516	.	43164115	43197126	175,80,0
chr1	43402439	43410518	EBNA1BP2|0.431|34.3%	0.431	.	43402440	43410518	150,105,0
chr1	43508993	43512259	TMEM125|0.354|45.0%	0.354	.	43508994	43512259	125,130,0
chr1	43539250	43561366	TIE1|0.345|46.4%	0.345	.	43539251	43561366	125,130,0
chr1	43576061	43592722	MPL|0.716|11.9%	0.716	.	43576062	43592722	200,55,0
chr1	43597212	43601461	CDC20|0.996|0.5%	0.996	.	43597213	43601461	255,0,0
chr1	43601659	43606286	ELOVL1|0.577|20.6%	0.577	.	43601660	43606286	175,80,0
chr1	43622175	43628070	MED8|0.174|85.1%	0.174	.	43622176	43628070	25,230,0
chr1	43689411	43692505	HYI|0.248|66.0%	0.248	.	43689412	43692505	75,180,0
chr1	43769133	43861930	PTPRF|0.438|33.6%	0.438	.	43769134	43861930	150,105,0
chr1	43888383	43943775	JMJD2A|0.284|57.2%	0.284	.	43888384	43943775	100,155,0
chr1	43945804	44169417	ST3GAL3|0.421|35.7%	0.421	.	43945805	44169417	150,105,0
chr1	44171578	44175471	ARTN|0.092|97.7%	0.092	.	44171579	44175471	0,255,0
chr1	44185197	44206280	IPO13|0.732|11.1%	0.732	.	44185198	44206280	200,55,0
chr1	44208239	44211630	DPH2|0.162|87.6%	0.162	.	44208240	44211630	25,230,0
chr1	44213188	44216558	ATP6V0B|0.463|31.0%	0.463	.	44213189	44216558	150,105,0
chr1	44217452	44229427	B4GALT2|0.132|93.1%	0.132	.	44217453	44229427	0,255,0
chr1	44229866	44234783	CCDC24|0.131|93.3%	0.131	.	44229867	44234783	0,255,0
chr1	44234741	44269721	SLC6A9|0.416|36.4%	0.416	.	44234742	44269721	150,105,0
chr1	44357108	44373376	KLF17|0.108|96.2%	0.108	.	44357109	44373376	0,255,0
chr1	44444575	44458938	DMAP1|0.318|50.9%	0.318	.	44444576	44458938	100,155,0
chr1	44874645	44912702	TMEM53|0.762|9.8%	0.762	.	44874646	44912702	255,0,0
chr1	44978137	45006026	KIF2C|0.769|9.4%	0.769	.	44978138	45006026	255,0,0
chr1	45021843	45026013	BEST4|0.259|63.1%	0.259	.	45021844	45026013	75,180,0
chr1	45038622	45044253	PLK3|0.402|38.2%	0.402	.	45038623	45044253	150,105,0
chr1	45044171	45045544	TCTEX1D4|0.356|44.6%	0.356	.	45044172	45045544	125,130,0
chr1	45058662	45081195	PTCH2|0.778|9.1%	0.778	.	45058663	45081195	255,0,0
chr1	45089036	45224869	EIF2B3|0.630|16.8%	0.630	.	45089037	45224869	200,55,0
chr1	45240798	45249614	HECTD3|0.265|61.7%	0.265	.	45240799	45249614	75,180,0
chr1	45250416	45253928	UROD|0.586|19.8%	0.586	.	45250417	45253928	200,55,0
chr1	45565131	45566934	HPDL|0.130|93.5%	0.130	.	45565132	45566934	0,255,0
chr1	45567500	45578729	MUTYH|0.233|69.9%	0.233	.	45567501	45578729	75,180,0
chr1	45578511	45582223	TOE1|0.159|88.1%	0.159	.	45578512	45582223	25,230,0
chr1	45582141	45729427	TESK2|0.353|45.0%	0.353	.	45582142	45729427	125,130,0
chr1	45738311	45749326	MMACHC|0.173|85.5%	0.173	.	45738312	45749326	25,230,0
chr1	45749294	45760196	PRDX1|0.844|6.3%	0.844	.	45749295	45760196	255,0,0
chr1	45789084	45808307	AKR1A1|0.442|33.1%	0.442	.	45789085	45808307	150,105,0
chr1	45822303	45857145	NASP|0.810|7.8%	0.810	.	45822304	45857145	255,0,0
chr1	45865562	45924795	GPBP1L1|0.575|20.7%	0.575	.	45865563	45924795	175,80,0
chr1	45932582	45988909	IPP|0.189|81.1%	0.189	.	45932583	45988909	25,230,0
chr1	46041871	46274383	MAST2|0.467|30.4%	0.467	.	46041872	46274383	150,105,0
chr1	46278398	46371053	PIK3R3|0.534|24.1%	0.534	.	46278399	46371053	175,80,0
chr1	46413345	46424217	TSPAN1|0.086|98.2%	0.086	.	46413346	46424217	0,255,0
chr1	46441592	46537834	C1orf190|0.298|54.8%	0.298	.	46441593	46537834	100,155,0
chr1	46486003	46516732	RAD54L|0.869|5.4%	0.869	.	46486004	46516732	255,0,0
chr1	46516659	46541625	LRRC41|0.245|66.8%	0.245	.	46516660	46541625	75,180,0
chr1	46578976	46603275	NSUN4|0.157|88.6%	0.157	.	46578977	46603275	25,230,0
chr1	46632578	46652096	FAAH|0.197|79.0%	0.197	.	46632579	46652096	50,205,0
chr1	46745254	46752471	DMBX1|0.287|56.8%	0.287	.	46745255	46752471	100,155,0
chr1	46795676	46842497	MKNK1|0.353|45.1%	0.353	.	46795677	46842497	125,130,0
chr1	46845973	46855150	MOBKL2C|0.388|40.4%	0.388	.	46845974	46855150	125,130,0
chr1	46870999	46906686	ATPAF1|0.298|54.8%	0.298	.	46871000	46906686	100,155,0
chr1	47037256	47057605	CYP4B1|0.138|92.1%	0.138	.	47037257	47057605	0,255,0
chr1	47167432	47179743	CYP4A11|0.309|52.7%	0.309	.	47167433	47179743	100,155,0
chr1	47261826	47289009	CYP4X1|0.096|97.5%	0.096	.	47261827	47289009	0,255,0
chr1	47421847	47429303	PDZK1IP1|0.560|21.9%	0.560	.	47421848	47429303	175,80,0
chr1	47454549	47469974	TAL1|0.751|10.1%	0.751	.	47454550	47469974	200,55,0
chr1	47488397	47552406	STIL|0.392|39.7%	0.392	.	47488398	47552406	150,105,0
chr1	47674275	47678519	FOXD2|0.524|25.1%	0.524	.	47674276	47678519	175,80,0
chr1	48460990	48486903	SLC5A9|0.250|65.4%	0.250	.	48460991	48486903	75,180,0
chr1	48536095	48710432	SPATA6|0.352|45.5%	0.352	.	48536096	48710432	125,130,0
chr1	48771113	50262172	AGBL4|0.383|41.0%	0.383	.	48771114	50262172	125,130,0
chr1	50342168	50442045	ELAVL4|0.676|14.1%	0.676	.	50342169	50442045	200,55,0
chr1	50679522	51198524	FAF1|0.481|29.1%	0.481	.	50679523	51198524	175,80,0
chr1	51199004	51212893	CDKN2C|0.840|6.5%	0.840	.	51199005	51212893	255,0,0
chr1	51474532	51511705	RNF11|0.302|54.0%	0.302	.	51474533	51511705	100,155,0
chr1	51592522	51757583	EPS15|0.626|17.1%	0.626	.	51592523	51757583	200,55,0
chr1	51815438	52026729	OSBPL9|0.535|23.9%	0.535	.	51815439	52026729	175,80,0
chr1	52027471	52116974	NRD1|0.575|20.8%	0.575	.	52027472	52116974	175,80,0
chr1	52157424	52228936	RAB3B|0.635|16.5%	0.635	.	52157425	52228936	200,55,0
chr1	52258393	52293635	TXNDC12|0.399|38.6%	0.399	.	52258394	52293635	150,105,0
chr1	52270362	52272076	KTI12|0.203|77.7%	0.203	.	52270363	52272076	50,205,0
chr1	52380633	52584946	ZFYVE9|0.654|15.2%	0.654	.	52380634	52584946	200,55,0
chr1	52588854	52604452	CC2D1B|0.190|80.8%	0.190	.	52588855	52604452	25,230,0
chr1	52611089	52642719	ORC1L|0.901|4.2%	0.901	.	52611090	52642719	255,0,0
chr1	52642806	52656579	PRPF38A|0.105|96.6%	0.105	.	52642807	52656579	0,255,0
chr1	52661537	52791331	ZCCHC11|0.361|44.0%	0.361	.	52661538	52791331	125,130,0
chr1	52840631	52847310	GPX7|0.222|72.7%	0.222	.	52840632	52847310	50,205,0
chr1	52964768	53063913	ZYG11B|0.345|46.5%	0.345	.	52964769	53063913	125,130,0
chr1	53134491	53159986	ECHDC2|0.163|87.3%	0.163	.	53134492	53159986	25,230,0
chr1	53165529	53289870	SCP2|0.407|37.5%	0.407	.	53165530	53289870	150,105,0
chr1	53300441	53323762	PODN|0.309|52.5%	0.309	.	53300442	53323762	100,155,0
chr1	53325443	53380837	SLC1A7|0.267|61.2%	0.267	.	53325444	53380837	75,180,0
chr1	53434688	53452455	CPT2|0.232|70.1%	0.232	.	53434689	53452455	50,205,0
chr1	53452361	53458877	C1orf123|0.288|56.5%	0.288	.	53452362	53458877	100,155,0
chr1	53465153	53476795	MAGOH|0.445|32.8%	0.445	.	53465154	53476795	150,105,0
chr1	53483799	53566409	LRP8|0.744|10.4%	0.744	.	53483800	53566409	200,55,0
chr1	53697659	53705746	DMRTB1|0.522|25.3%	0.522	.	53697660	53705746	175,80,0
chr1	53744493	53972465	GLIS1|0.262|62.4%	0.262	.	53744494	53972465	75,180,0
chr1	54005979	54076763	TMEM48|0.823|7.2%	0.823	.	54005980	54076763	255,0,0
chr1	54089993	54128041	YIPF1|0.257|63.6%	0.257	.	54089994	54128041	75,180,0
chr1	54184337	54206429	LRRC42|0.187|81.7%	0.187	.	54184338	54206429	25,230,0
chr1	54269934	54291765	TMEM59|0.815|7.6%	0.815	.	54269935	54291765	255,0,0
chr1	54438427	54459117	MRPL37|0.398|38.7%	0.398	.	54438428	54459117	150,105,0
chr1	54464782	54644680	SSBP3|0.235|69.5%	0.235	.	54464783	54644680	75,180,0
chr1	54786488	54873005	ACOT11|0.190|80.9%	0.190	.	54786489	54873005	25,230,0
chr1	54995160	55002775	PARS2|0.263|62.0%	0.263	.	54995161	55002775	75,180,0
chr1	55087887	55125509	DHCR24|0.308|52.8%	0.308	.	55087888	55125509	100,155,0
chr1	55277807	55303111	PCSK9|0.458|31.5%	0.458	.	55277808	55303111	150,105,0
chr1	56733022	56817845	PPAP2B|0.372|42.3%	0.372	.	56733023	56817845	125,130,0
chr1	56883577	56953595	PRKAA2|0.958|2.2%	0.958	.	56883578	56953595	255,0,0
chr1	56957065	57057632	C1orf168|0.114|95.7%	0.114	.	56957066	57057632	0,255,0
chr1	57093064	57156482	C8A|0.185|82.1%	0.185	.	57093065	57156482	25,230,0
chr1	57167472	57204276	C8B|0.117|95.3%	0.117	.	57167473	57204276	0,255,0
chr1	57233038	58488763	DAB1|0.650|15.6%	0.650	.	57233039	58488763	200,55,0
chr1	58712132	58785040	OMA1|0.191|80.4%	0.191	.	58712133	58785040	25,230,0
chr1	58813682	58816033	TACSTD2|0.428|34.8%	0.428	.	58813683	58816033	150,105,0
chr1	59019047	59022587	JUN|0.999|0.2%	0.999	.	59019048	59022587	255,0,0
chr1	59535327	60000988	FGGY|0.191|80.5%	0.191	.	59535328	60000988	25,230,0
chr1	60053120	60114637	HOOK1|0.504|27.1%	0.504	.	60053121	60114637	175,80,0
chr1	60131570	60165050	CYP2J2|0.113|95.8%	0.113	.	60131571	60165050	0,255,0
chr1	60228654	60312014	C1orf87|0.128|93.8%	0.128	.	60228655	60312014	0,255,0
chr1	61103518	61694617	NFIA|0.476|29.6%	0.476	.	61103519	61694617	175,80,0
chr1	61919304	61963683	TM2D1|0.418|36.1%	0.418	.	61919305	61963683	150,105,0
chr1	62433083	62450586	L1TD1|0.382|41.1%	0.382	.	62433084	62450586	125,130,0
chr1	62474424	62557671	KANK4|0.302|54.0%	0.302	.	62474425	62557671	100,155,0
chr1	62674562	62690061	USP1|0.391|39.8%	0.391	.	62674563	62690061	150,105,0
chr1	62692986	62926557	DOCK7|0.194|79.7%	0.194	.	62692987	62926557	50,205,0
chr1	63605885	63675464	ALG6|0.422|35.5%	0.422	.	63605886	63675464	150,105,0
chr1	63679032	63761453	ITGB3BP|0.187|81.7%	0.187	.	63679033	63761453	25,230,0
chr1	63831534	63898500	PGM1|0.872|5.2%	0.872	.	63831535	63898500	255,0,0
chr1	64012280	64419769	ROR1|0.869|5.4%	0.869	.	64012281	64419769	255,0,0
chr1	64442077	64505479	UBE2U|0.127|93.9%	0.127	.	64442078	64505479	0,255,0
chr1	64709062	64931329	CACHD1|0.650|15.5%	0.650	.	64709063	64931329	200,55,0
chr1	65071493	65204775	JAK1|0.953|2.5%	0.953	.	65071494	65204775	255,0,0
chr1	65658901	65670837	LEPROT|0.328|49.2%	0.328	.	65658902	65670837	125,130,0
chr1	66030784	66612850	PDE4B|0.826|7.0%	0.826	.	66030785	66612850	255,0,0
chr1	66771653	66986570	SGIP1|0.627|17.0%	0.627	.	66771654	66986570	200,55,0
chr1	67153226	67226890	MIER1|0.196|79.3%	0.196	.	67153227	67226890	50,205,0
chr1	67242266	67292668	SLC35D1|0.475|29.6%	0.475	.	67242267	67292668	175,80,0
chr1	67545634	67635171	IL12RB2|0.277|58.9%	0.277	.	67545635	67635171	100,155,0
chr1	67646080	67668711	SERBP1|0.686|13.5%	0.686	.	67646081	67668711	200,55,0
chr1	67923470	67926607	GADD45A|0.719|11.8%	0.719	.	67923471	67926607	200,55,0
chr1	67939736	68071730	GNG12|0.388|40.3%	0.388	.	67939737	68071730	125,130,0
chr1	68284232	68289902	DIRAS3|0.152|89.8%	0.152	.	68284233	68289902	25,230,0
chr1	68336739	68470854	GPR177|0.301|54.2%	0.301	.	68336740	68470854	100,155,0
chr1	68667102	68688230	RPE65|0.234|69.7%	0.234	.	68667103	68688230	75,180,0
chr1	68713526	68735353	DEPDC1|0.164|87.2%	0.164	.	68713527	68735353	25,230,0
chr1	69806668	70361755	LRRC7|0.485|28.7%	0.485	.	69806669	70361755	175,80,0
chr1	70383084	70443863	LRRC40|0.505|27.0%	0.505	.	70383085	70443863	175,80,0
chr1	70443952	70502757	SFRS11|0.624|17.3%	0.624	.	70443953	70502757	200,55,0
chr1	70500137	70592993	ANKRD13C|0.575|20.8%	0.575	.	70500138	70592993	175,80,0
chr1	70649542	70677840	CTH|0.333|48.4%	0.333	.	70649543	70677840	125,130,0
chr1	71090623	71286079	PTGER3|0.384|40.8%	0.384	.	71090624	71286079	125,130,0
chr1	71301562	71319333	ZRANB2|0.387|40.5%	0.387	.	71301563	71319333	125,130,0
chr1	71641212	72521005	NEGR1|0.240|67.9%	0.240	.	71641213	72521005	75,180,0
chr1	74943757	74971333	CRYZ|0.198|78.9%	0.198	.	74943758	74971333	50,205,0
chr1	74971427	75003896	TYW3|0.098|97.3%	0.098	.	74971428	75003896	0,255,0
chr1	75366706	75399806	LHX8|0.356|44.7%	0.356	.	75366707	75399806	125,130,0
chr1	75440403	75849389	SLC44A5|0.264|61.7%	0.264	.	75440404	75849389	75,180,0
chr1	75962869	76001771	ACADM|0.259|63.0%	0.259	.	75962870	76001771	75,180,0
chr1	76024473	76033688	RABGGTB|0.645|15.9%	0.645	.	76024474	76033688	200,55,0
chr1	76035154	76151511	MSH4|0.586|19.8%	0.586	.	76035155	76151511	200,55,0
chr1	76312991	76872874	ST6GALNAC3|0.377|41.8%	0.377	.	76312992	76872874	125,130,0
chr1	77105713	77302307	ST6GALNAC5|0.547|23.0%	0.547	.	77105714	77302307	175,80,0
chr1	77327253	77457720	PIGK|0.238|68.4%	0.238	.	77327254	77457720	75,180,0
chr1	77520249	77798238	AK5|0.376|41.9%	0.376	.	77520250	77798238	125,130,0
chr1	77802778	77921692	ZZZ3|0.659|14.9%	0.659	.	77802779	77921692	200,55,0
chr1	77934263	77998125	USP33|0.714|12.1%	0.714	.	77934264	77998125	200,55,0
chr1	78173190	78217365	FUBP1|0.641|16.1%	0.641	.	78173191	78217365	200,55,0
chr1	78243223	78255581	DNAJB4|0.652|15.4%	0.652	.	78243224	78255581	200,55,0
chr1	78284176	78375697	GIPC2|0.220|73.3%	0.220	.	78284177	78375697	50,205,0
chr1	78858675	78881072	IFI44L|0.147|90.5%	0.147	.	78858676	78881072	0,255,0
chr1	78888103	78902345	IFI44|0.091|97.7%	0.091	.	78888104	78902345	0,255,0
chr1	81544438	82232307	LPHN2|0.858|5.8%	0.858	.	81544439	82232307	255,0,0
chr1	84107644	84237421	TTLL7|0.298|54.7%	0.298	.	84107645	84237421	100,155,0
chr1	84316328	84476765	PRKACB|0.944|2.7%	0.944	.	84316329	84476765	255,0,0
chr1	84536632	84589067	SAMD13|0.102|97.0%	0.102	.	84536633	84589067	0,255,0
chr1	84636802	84653279	DNASE2B|0.315|51.4%	0.315	.	84636803	84653279	100,155,0
chr1	84717529	84735949	BXDC5|0.273|59.8%	0.273	.	84717530	84735949	100,155,0
chr1	84744561	84804463	SPATA1|0.183|82.8%	0.183	.	84744562	84804463	25,230,0
chr1	84792820	84812735	CTBS|0.167|86.6%	0.167	.	84792821	84812735	25,230,0
chr1	84881977	84928816	SSX2IP|0.269|60.6%	0.269	.	84881978	84928816	75,180,0
chr1	85052088	85104430	LPAR3|0.313|51.9%	0.313	.	85052089	85104430	100,155,0
chr1	85163854	85235384	MCOLN2|0.167|86.6%	0.167	.	85163855	85235384	25,230,0
chr1	85256352	85286757	MCOLN3|0.194|79.6%	0.194	.	85256353	85286757	50,205,0
chr1	85488226	85497943	C1orf52|0.239|68.3%	0.239	.	85488227	85497943	75,180,0
chr1	85556756	85703411	DDAH1|0.550|22.7%	0.550	.	85556757	85703411	175,80,0
chr1	85819040	85821974	CYR61|0.612|18.2%	0.612	.	85819041	85821974	200,55,0
chr1	85967503	86394709	COL24A1|0.248|65.8%	0.248	.	85967504	86394709	75,180,0
chr1	86581340	86634591	ODF2L|0.167|86.6%	0.167	.	86581341	86634591	25,230,0
chr1	86662412	86694826	CLCA2|0.267|61.1%	0.267	.	86662413	86694826	75,180,0
chr1	86706638	86738560	CLCA1|0.100|97.2%	0.100	.	86706639	86738560	0,255,0
chr1	86785346	86819025	CLCA4|0.222|72.8%	0.222	.	86785347	86819025	50,205,0
chr1	86872546	86893647	CLCA3|0.152|89.6%	0.152	.	86872547	86893647	25,230,0
chr1	86942852	86986455	SH3GLB1|0.197|78.9%	0.197	.	86942853	86986455	50,205,0
chr1	87152918	87407475	HS2ST1|0.811|7.8%	0.811	.	87152919	87407475	255,0,0
chr1	87566738	87587021	LMO4|0.519|25.6%	0.519	.	87566739	87587021	175,80,0
chr1	88922492	89074526	PKN2|0.585|19.9%	0.585	.	88922493	89074526	200,55,0
chr1	89090908	89129889	GTF2B|0.931|3.1%	0.931	.	89090909	89129889	255,0,0
chr1	89174043	89231224	CCBL2|0.135|92.6%	0.135	.	89174044	89231224	0,255,0
chr1	89244947	89261137	GBP3|0.127|94.0%	0.127	.	89244948	89261137	0,255,0
chr1	89290592	89303479	GBP1|0.563|21.6%	0.563	.	89290593	89303479	175,80,0
chr1	89370021	89414311	GBP7|0.077|98.7%	0.077	.	89370022	89414311	0,255,0
chr1	89763049	89836011	LRRC8B|0.707|12.4%	0.707	.	89763050	89836011	200,55,0
chr1	89871241	89953300	LRRC8C|0.563|21.6%	0.563	.	89871242	89953300	175,80,0
chr1	90059191	90174147	LRRC8D|0.385|40.8%	0.385	.	90059192	90174147	125,130,0
chr1	90230309	90266685	ZNF326|0.214|74.8%	0.214	.	90230310	90266685	50,205,0
chr1	90950166	90955382	BARHL2|0.720|11.7%	0.720	.	90950167	90955382	200,55,0
chr1	91153446	91260358	ZNF644|0.564|21.5%	0.564	.	91153447	91260358	175,80,0
chr1	91498911	91643014	HFM1|0.144|91.1%	0.144	.	91498912	91643014	0,255,0
chr1	91739011	91763899	CDC7|0.892|4.5%	0.892	.	91739012	91763899	255,0,0
chr1	91918487	92144147	TGFBR3|0.656|15.0%	0.656	.	91918488	92144147	200,55,0
chr1	92187515	92252571	BRDT|0.243|67.3%	0.243	.	92187516	92252571	75,180,0
chr1	92268145	92301672	ABHD7|0.258|63.4%	0.258	.	92268146	92301672	75,180,0
chr1	92318449	92385983	BTBD8|0.003|100.0%	0.003	.	92318450	92385983	0,255,0
chr1	92484544	92537154	GLMN|0.330|48.9%	0.330	.	92484545	92537154	125,130,0
chr1	92537192	92626317	RPAP2|0.185|82.3%	0.185	.	92537193	92626317	25,230,0
chr1	92712906	92725021	GFI1|0.439|33.6%	0.439	.	92712907	92725021	150,105,0
chr1	92746840	93030549	EVI5|0.394|39.4%	0.394	.	92746841	93030549	150,105,0
chr1	93317430	93375571	MTF2|0.908|3.9%	0.908	.	93317431	93375571	255,0,0
chr1	93390017	93418834	TMED5|0.360|44.2%	0.360	.	93390018	93418834	125,130,0
chr1	93418507	93516875	CCDC18|0.191|80.6%	0.191	.	93418508	93516875	25,230,0
chr1	93584065	93600732	DR1|0.429|34.7%	0.429	.	93584066	93600732	150,105,0
chr1	93799935	94085294	BCAR3|0.374|42.1%	0.374	.	93799936	94085294	125,130,0
chr1	94107852	94117323	DNTTIP2|0.493|28.0%	0.493	.	94107853	94117323	175,80,0
chr1	94125177	94147600	GCLM|0.301|54.2%	0.301	.	94125178	94147600	100,155,0
chr1	94230980	94359298	ABCA4|0.185|82.2%	0.185	.	94230981	94359298	25,230,0
chr1	94407051	94475895	ARHGAP29|0.166|86.7%	0.166	.	94407052	94475895	25,230,0
chr1	94656598	94756670	ABCD3|0.685|13.6%	0.685	.	94656599	94756670	200,55,0
chr1	95058522	95133389	SLC44A3|0.183|82.7%	0.183	.	95058523	95133389	25,230,0
chr1	95135096	95165294	CNN3|0.517|25.7%	0.517	.	95135097	95165294	175,80,0
chr1	95220866	95311095	ALG14|0.414|36.7%	0.414	.	95220867	95311095	150,105,0
chr1	95355571	95431462	TMEM56|0.022|99.9%	0.022	.	95355572	95431462	0,255,0
chr1	95472298	95485367	RWDD3|0.075|98.8%	0.075	.	95472299	95485367	0,255,0
chr1	96959926	97052937	PTBP2|0.843|6.4%	0.843	.	96959927	97052937	255,0,0
chr1	97315889	98159203	DPYD|0.423|35.5%	0.423	.	97315890	98159203	150,105,0
chr1	99884185	99932823	PALMD|0.775|9.2%	0.775	.	99884186	99932823	255,0,0
chr1	99946846	100003937	FRRS1|0.289|56.4%	0.289	.	99946847	100003937	100,155,0
chr1	100088227	100162167	AGL|0.525|25.0%	0.525	.	100088228	100162167	175,80,0
chr1	100208127	100261594	SLC35A3|0.380|41.4%	0.380	.	100208128	100261594	125,130,0
chr1	100276376	100321515	HIAT1|0.638|16.2%	0.638	.	100276377	100321515	200,55,0
chr1	100321691	100371099	SASS6|0.181|83.6%	0.181	.	100321692	100371099	25,230,0
chr1	100371293	100388632	CCDC76|0.265|61.5%	0.265	.	100371294	100388632	75,180,0
chr1	100386996	100416359	LRRC39|0.428|34.8%	0.428	.	100386997	100416359	150,105,0
chr1	100425071	100487997	DBT|0.439|33.6%	0.439	.	100425072	100487997	150,105,0
chr1	100504350	100529915	RTCD1|0.246|66.4%	0.246	.	100504351	100529915	75,180,0
chr1	100590610	100758420	CDC14A|0.854|5.9%	0.854	.	100590611	100758420	255,0,0
chr1	100776315	100780171	GPR88|0.804|8.0%	0.804	.	100776316	100780171	255,0,0
chr1	100957884	100977185	VCAM1|0.485|28.7%	0.485	.	100957885	100977185	175,80,0
chr1	101110530	101134142	EXTL2|0.603|18.7%	0.603	.	101110531	101134142	200,55,0
chr1	101134219	101217580	SLC30A7|0.403|38.1%	0.403	.	101134220	101217580	150,105,0
chr1	101227772	101263950	DPH5|0.596|19.2%	0.596	.	101227773	101263950	200,55,0
chr1	101475042	101479657	S1PR1|0.414|36.8%	0.414	.	101475043	101479657	150,105,0
chr1	102040720	102235136	OLFM3|0.375|42.0%	0.375	.	102040721	102235136	125,130,0
chr1	103114610	103346640	COL11A1|0.422|35.7%	0.422	.	103114611	103346640	150,105,0
chr1	107400823	107403439	PRMT6|0.366|43.1%	0.366	.	107400824	107403439	125,130,0
chr1	107484151	107827603	NTNG1|0.117|95.3%	0.117	.	107484152	107827603	0,255,0
chr1	107915306	108309068	VAV3|0.742|10.6%	0.742	.	107915307	108309068	200,55,0
chr1	108478971	108544497	SLC25A24|0.264|62.0%	0.264	.	108478972	108544497	75,180,0
